journey_id,cust_id,issue_type,tier,start_timestamp,end_timestamp,event_count,channel_count,channel_switches,max_friction,mean_friction,resolved,terminal_status,escalated,repeat_contact_14d,breakpoint_event_id,transaction_amount_usd,severity,resolution_difficulty,customer_churned_30d
JRN_00001406,CUST_PREMIUM_001276,dispute_status,Gold,1780435696.168233,1780436806.168233,4,2,1,0.9163,0.7937,False,abandoned,True,True,evt_call_center_000002332,252.17,0.6759,0.6086,False
JRN_00001407,CUST_PREMIUM_001276,suspected_fraud,Gold,1780225396.168233,1780229444.168233,3,2,1,0.8736,0.691,True,resolved,True,False,evt_in_person_000002336,236.08,0.86,0.5307,False
JRN_00001408,CUST_PREMIUM_001276,replacement_card,Gold,1784801482.168233,1784801482.168233,1,1,0,0.1487,0.1487,True,resolved,True,False,evt_app_000002337,,0.4116,0.3968,False
JRN_00001409,CUST_PREMIUM_001276,dispute_status,Gold,1781246313.168233,1781246757.168233,3,2,1,0.6521,0.4347,True,resolved,True,False,evt_app_000002340,159.53,0.5974,0.5509,False
JRN_00001410,CUST_PREMIUM_001277,travel_booking,Green,1779301769.168233,1779303678.168233,2,2,1,0.5363,0.4681,True,resolved,True,False,evt_web_000002341,3906.88,0.3972,0.3151,False
JRN_00001411,CUST_PREMIUM_001277,login_problem,Green,1781652410.168233,1781652410.168233,1,1,0,0.1681,0.1681,True,resolved,False,False,evt_app_000002343,,0.5159,0.2804,False
JRN_00001412,CUST_PREMIUM_001277,card_declined,Green,1784233085.168233,1784233085.168233,1,1,0,0.4788,0.4788,False,pending,True,True,evt_app_000002344,35.17,0.5833,0.3332,False
JRN_00001413,CUST_PREMIUM_001277,travel_booking,Green,1779807520.168233,1779807959.168233,2,1,0,0.3836,0.3359,False,pending,False,False,evt_web_000002346,529.4,0.4163,0.3457,False
JRN_00001414,CUST_PREMIUM_001278,payment_failure,Gold,1777491391.168233,1777492178.168233,2,2,1,0.8918,0.8001,True,resolved,True,False,evt_call_center_000002348,20.19,0.767,0.4557,False
JRN_00001415,CUST_PREMIUM_001278,replacement_card,Gold,1774920396.168233,1774920396.168233,1,1,0,0.6102,0.6102,True,resolved,False,True,evt_web_000002349,,0.7771,0.3849,False
JRN_00001416,CUST_PREMIUM_001278,travel_booking,Gold,1775618466.168233,1775618466.168233,1,1,0,0.5239,0.5239,True,resolved,False,False,evt_call_center_000002350,520.34,0.4231,0.3246,False
JRN_00001417,CUST_PREMIUM_001278,payment_failure,Gold,1782524080.168233,1782526283.168233,4,2,2,0.8981,0.7162,False,abandoned,True,True,evt_web_000002354,73.54,0.817,0.4358,False
JRN_00001418,CUST_PREMIUM_001278,dispute_status,Gold,1782497510.168233,1782497510.168233,1,1,0,0.4183,0.4183,True,resolved,True,True,evt_web_000002355,47.19,0.5751,0.5651,False
JRN_00001419,CUST_PREMIUM_001278,card_declined,Gold,1783534031.168233,1783534300.168233,2,1,0,0.5585,0.3974,True,resolved,False,True,evt_app_000002357,164.04,0.5906,0.3973,False
JRN_00001420,CUST_PREMIUM_001278,login_problem,Gold,1783191943.168233,1783191971.168233,2,2,1,0.7345,0.5489,True,resolved,True,False,evt_web_000002358,,0.4544,0.3465,False
JRN_00001421,CUST_PREMIUM_001278,login_problem,Gold,1783047736.168233,1783047736.168233,1,1,0,0.3684,0.3684,False,pending,True,False,evt_app_000002360,,0.4783,0.2723,False
JRN_00001422,CUST_PREMIUM_001278,suspected_fraud,Gold,1783132740.168233,1783139452.168233,3,3,2,0.998,0.7342,True,resolved,True,True,evt_call_center_000002363,51.8,0.8995,0.5778,False
JRN_00001423,CUST_PREMIUM_001278,credit_limit_request,Gold,1778868976.168233,1778868976.168233,1,1,0,0.5334,0.5334,False,abandoned,False,True,evt_call_center_000002364,10283.45,0.3528,0.4552,False
JRN_00001424,CUST_PREMIUM_001278,login_problem,Gold,1778694841.168233,1778694841.168233,1,1,0,0.4987,0.4987,True,resolved,True,False,evt_app_000002365,,0.4159,0.2686,False
JRN_00001425,CUST_PREMIUM_001279,routine_account_review,Gold,1777539682.168233,1777539682.168233,1,1,0,0.0824,0.0824,True,resolved,False,False,evt_app_000002366,,0.1644,0.1493,False
JRN_00001426,CUST_PREMIUM_001279,dispute_status,Gold,1780047818.168233,1780054717.168233,2,2,1,0.6426,0.5926,True,resolved,False,False,evt_in_person_000002368,101.88,0.5969,0.6401,False
JRN_00001427,CUST_PREMIUM_001279,travel_booking,Gold,1782562311.168233,1782562311.168233,1,1,0,0.3032,0.3032,True,resolved,True,False,evt_web_000002369,1530.13,0.4621,0.3172,False
JRN_00001428,CUST_PREMIUM_001279,benefit_claim,Gold,1781864337.168233,1781867884.168233,2,2,1,0.4904,0.346,False,abandoned,True,True,evt_app_000002371,28.34,0.4692,0.3933,False
JRN_00001429,CUST_PREMIUM_001279,benefit_claim,Gold,1781730830.168233,1781732697.168233,2,2,1,0.3029,0.2384,True,resolved,True,False,evt_app_000002373,33.47,0.3304,0.3755,False
JRN_00001430,CUST_PREMIUM_001279,dispute_status,Gold,1777340081.168233,1777355624.168233,2,2,1,0.7104,0.5653,True,resolved,False,False,evt_in_person_000002375,119.63,0.5701,0.66,False
JRN_00001431,CUST_PREMIUM_001280,travel_booking,Gold,1782522716.168233,1782529241.168233,2,2,1,0.1697,0.123,False,pending,False,True,evt_call_center_000002376,999.91,0.4247,0.3685,False
JRN_00001432,CUST_PREMIUM_001280,card_declined,Gold,1782563747.168233,1782563747.168233,1,1,0,0.1909,0.1909,True,resolved,False,False,evt_app_000002378,125.6,0.5689,0.3419,False
JRN_00001433,CUST_PREMIUM_001280,lounge_access,Gold,1777006045.168233,1777006045.168233,1,1,0,0.0017,0.0017,True,resolved,False,False,evt_web_000002379,,0.0853,0.1617,False
JRN_00001434,CUST_PREMIUM_001280,dispute_status,Gold,1775598524.168233,1775601828.168233,2,2,1,0.599,0.4231,True,resolved,True,False,evt_call_center_000002381,50.44,0.5359,0.5897,False
JRN_00001435,CUST_PREMIUM_001280,benefit_claim,Gold,1777947722.168233,1777947722.168233,1,1,0,0.0543,0.0543,True,resolved,False,False,evt_web_000002382,41.02,0.2662,0.4164,False
JRN_00001436,CUST_PREMIUM_001280,routine_account_review,Gold,1784898369.168233,1784898369.168233,1,1,0,0.0532,0.0532,False,pending,False,False,evt_web_000002383,,0.0545,0.0167,False
JRN_00001437,CUST_PREMIUM_001280,dispute_status,Gold,1776165803.168233,1776165803.168233,1,1,0,0.2183,0.2183,True,resolved,False,False,evt_app_000002384,47.8,0.6555,0.5616,False
JRN_00001438,CUST_PREMIUM_001280,credit_limit_request,Gold,1780878735.168233,1780879028.168233,2,1,0,0.4176,0.2789,True,resolved,False,True,evt_web_000002386,2554.93,0.2969,0.491,False
JRN_00001439,CUST_PREMIUM_001280,credit_limit_request,Gold,1782888907.168233,1782888907.168233,1,1,0,0.1641,0.1641,False,pending,True,False,evt_app_000002387,15485.65,0.2469,0.4205,False
JRN_00001440,CUST_PREMIUM_001280,login_problem,Gold,1784845888.168233,1784845888.168233,1,1,0,0.5221,0.5221,True,resolved,True,False,evt_web_000002388,,0.4723,0.3036,False
JRN_00001441,CUST_PREMIUM_001280,routine_account_review,Gold,1778470669.168233,1778470669.168233,1,1,0,0.0206,0.0206,False,pending,True,False,evt_app_000002389,,0.1468,0.0839,False
JRN_00001442,CUST_PREMIUM_001280,payment_failure,Gold,1780833095.168233,1780833627.168233,2,1,0,0.8863,0.7092,True,resolved,True,False,evt_call_center_000002391,270.32,0.8223,0.488,False
JRN_00001443,CUST_PREMIUM_001280,travel_booking,Gold,1784285887.168233,1784285887.168233,1,1,0,0.1329,0.1329,True,resolved,False,False,evt_web_000002392,640.37,0.4403,0.3133,False
JRN_00001444,CUST_PREMIUM_001280,travel_booking,Gold,1779359918.168233,1779359918.168233,1,1,0,0.3194,0.3194,False,pending,False,True,evt_call_center_000002393,5567.8,0.4197,0.324,False
JRN_00001445,CUST_PREMIUM_001281,benefit_claim,Gold,1781659592.168233,1781659592.168233,1,1,0,0.1058,0.1058,True,resolved,False,True,evt_web_000002394,49.67,0.2567,0.466,False
JRN_00001446,CUST_PREMIUM_001281,card_declined,Gold,1779941914.168233,1779941914.168233,1,1,0,0.2515,0.2515,True,resolved,False,False,evt_web_000002395,379.51,0.5594,0.322,False
JRN_00001447,CUST_PREMIUM_001281,payment_failure,Gold,1775697731.168233,1775697731.168233,1,1,0,0.3358,0.3358,True,resolved,False,True,evt_call_center_000002396,45.38,0.6149,0.4485,False
JRN_00001448,CUST_PREMIUM_001281,travel_booking,Gold,1776098706.168233,1776102871.168233,3,2,1,0.615,0.4854,False,pending,False,True,evt_app_000002398,1895.62,0.4896,0.2756,False
JRN_00001449,CUST_PREMIUM_001281,suspected_fraud,Gold,1777003823.168233,1777005719.168233,3,3,2,0.8534,0.6643,True,resolved,True,True,evt_call_center_000002402,558.58,0.6903,0.5213,False
JRN_00001450,CUST_PREMIUM_001281,credit_limit_request,Gold,1779574374.168233,1779574374.168233,1,1,0,0.2243,0.2243,True,resolved,False,False,evt_web_000002403,6098.63,0.2676,0.4272,False
JRN_00001451,CUST_PREMIUM_001281,payment_failure,Gold,1777239684.168233,1777240453.168233,2,2,1,0.6781,0.6261,True,resolved,True,False,evt_call_center_000002405,115.66,0.741,0.4093,False
JRN_00001452,CUST_PREMIUM_001281,routine_account_review,Gold,1778556895.168233,1778556895.168233,1,1,0,0.0271,0.0271,True,resolved,False,False,evt_in_person_000002406,,0.094,0.1411,False
JRN_00001453,CUST_PREMIUM_001281,dispute_status,Gold,1784661110.168233,1784661110.168233,1,1,0,0.3738,0.3738,False,pending,False,False,evt_call_center_000002407,25.24,0.7589,0.5561,False
JRN_00001454,CUST_PREMIUM_001281,travel_booking,Gold,1783559711.168233,1783559714.168233,2,1,0,0.5434,0.5434,True,resolved,False,True,evt_call_center_000002408,1960.94,0.4145,0.339,False
JRN_00001455,CUST_PREMIUM_001281,replacement_card,Gold,1781088307.168233,1781088307.168233,1,1,0,0.244,0.244,True,resolved,False,False,evt_call_center_000002410,,0.4627,0.2503,False
JRN_00001456,CUST_PREMIUM_001282,lounge_access,Platinum,1783819537.168233,1783819537.168233,1,1,0,0.2758,0.2758,True,resolved,False,False,evt_web_000002411,,0.2107,0.2315,False
JRN_00001457,CUST_PREMIUM_001282,wire_transfer_problem,Platinum,1775869430.168233,1775869702.168233,2,2,1,0.8765,0.8248,True,resolved,False,False,evt_call_center_000002413,12886.1,0.8905,0.7254,False
JRN_00001458,CUST_PREMIUM_001282,wire_transfer_problem,Platinum,1777670624.168233,1777670624.168233,1,1,0,0.7221,0.7221,True,resolved,True,False,evt_web_000002414,15671.17,0.99,0.6844,False
JRN_00001459,CUST_PREMIUM_001282,credit_limit_request,Platinum,1784750137.168233,1784750137.168233,1,1,0,0.4741,0.4741,True,resolved,True,False,evt_app_000002415,16570.09,0.3822,0.4533,False
JRN_00001460,CUST_PREMIUM_001283,travel_booking,Green,1777064123.168233,1777065133.168233,2,2,1,0.2978,0.2374,True,resolved,True,False,evt_call_center_000002416,9308.68,0.395,0.3414,False
JRN_00001461,CUST_PREMIUM_001283,travel_booking,Green,1781298932.168233,1781298932.168233,1,1,0,0.4276,0.4276,True,resolved,False,False,evt_app_000002418,3799.91,0.4637,0.3261,False
JRN_00001462,CUST_PREMIUM_001283,routine_account_review,Green,1777559325.168233,1777559325.168233,1,1,0,0.1475,0.1475,True,resolved,False,True,evt_call_center_000002419,,0.0604,0.0386,False
JRN_00001463,CUST_PREMIUM_001284,travel_booking,Gold,1775819890.168233,1775822320.168233,3,2,1,0.6796,0.3553,True,resolved,True,True,evt_call_center_000002422,434.64,0.4614,0.3199,False
JRN_00001464,CUST_PREMIUM_001284,travel_booking,Gold,1782240526.168233,1782240526.168233,1,1,0,0.0702,0.0702,True,resolved,False,True,evt_web_000002423,2013.75,0.3374,0.3335,False
JRN_00001465,CUST_PREMIUM_001284,travel_booking,Gold,1783598058.168233,1783599109.168233,2,2,1,0.704,0.581,True,resolved,True,False,evt_call_center_000002425,269.34,0.4749,0.3415,False
JRN_00001466,CUST_PREMIUM_001284,lounge_access,Gold,1782722585.168233,1782722585.168233,1,1,0,0.174,0.174,False,abandoned,False,False,evt_in_person_000002426,,0.1541,0.1827,False
JRN_00001467,CUST_PREMIUM_001284,travel_booking,Gold,1783688751.168233,1783688751.168233,1,1,0,0.4256,0.4256,True,resolved,False,False,evt_call_center_000002427,5235.0,0.4537,0.2922,False
JRN_00001468,CUST_PREMIUM_001285,card_declined,Platinum,1776316970.168233,1776318232.168233,2,2,1,0.496,0.295,True,resolved,False,False,evt_app_000002429,203.47,0.6425,0.3297,False
JRN_00001469,CUST_PREMIUM_001285,dispute_status,Platinum,1777519831.168233,1777519831.168233,1,1,0,0.3946,0.3946,True,resolved,True,False,evt_web_000002430,64.65,0.4717,0.6472,False
JRN_00001470,CUST_PREMIUM_001285,travel_booking,Platinum,1782775229.168233,1782775229.168233,1,1,0,0.16,0.16,True,resolved,False,False,evt_call_center_000002431,2039.74,0.2945,0.3986,False
JRN_00001471,CUST_PREMIUM_001285,credit_limit_request,Platinum,1780308570.168233,1780308570.168233,1,1,0,0.6232,0.6232,True,resolved,False,False,evt_call_center_000002432,20960.81,0.4371,0.4862,False
JRN_00001472,CUST_PREMIUM_001285,lounge_access,Platinum,1779656444.168233,1779656444.168233,1,1,0,0.0252,0.0252,False,pending,False,True,evt_in_person_000002433,,0.2289,0.1953,False
JRN_00001473,CUST_PREMIUM_001285,lounge_access,Platinum,1784077753.168233,1784077753.168233,1,1,0,0.0471,0.0471,True,resolved,False,False,evt_in_person_000002434,,0.2758,0.2448,False
JRN_00001474,CUST_PREMIUM_001285,card_declined,Platinum,1783590183.168233,1783590183.168233,1,1,0,0.0947,0.0947,True,resolved,False,False,evt_web_000002435,240.68,0.5732,0.3823,False
JRN_00001475,CUST_PREMIUM_001285,payment_failure,Platinum,1780712388.168233,1780712388.168233,1,1,0,0.2581,0.2581,True,resolved,False,False,evt_in_person_000002436,228.58,0.8812,0.4144,False
JRN_00001476,CUST_PREMIUM_001285,card_declined,Platinum,1775546731.168233,1775546731.168233,1,1,0,0.3993,0.3993,True,resolved,True,False,evt_call_center_000002437,1121.85,0.6118,0.3305,False
JRN_00001477,CUST_PREMIUM_001285,lounge_access,Platinum,1777200118.168233,1777200258.168233,2,2,1,0.3717,0.3403,True,resolved,False,False,evt_call_center_000002439,,0.3622,0.1816,False
JRN_00001478,CUST_PREMIUM_001286,payment_failure,Gold,1784066947.168233,1784067218.168233,3,2,1,0.8273,0.764,True,resolved,True,True,evt_call_center_000002442,22.34,0.8909,0.4289,False
JRN_00001479,CUST_PREMIUM_001287,payment_failure,Platinum,1775206223.168233,1775206223.168233,1,1,0,0.4645,0.4645,False,pending,False,True,evt_app_000002443,315.79,0.7353,0.3921,False
JRN_00001480,CUST_PREMIUM_001287,dispute_status,Platinum,1781474117.168233,1781474194.168233,2,1,0,0.836,0.6677,False,abandoned,False,True,evt_web_000002445,655.57,0.7056,0.5867,False
JRN_00001481,CUST_PREMIUM_001287,travel_booking,Platinum,1782004545.168233,1782004545.168233,1,1,0,0.2766,0.2766,True,resolved,False,False,evt_app_000002446,4487.38,0.4681,0.3035,False
JRN_00001482,CUST_PREMIUM_001287,login_problem,Platinum,1778446775.168233,1778446882.168233,2,1,0,0.7186,0.6765,False,abandoned,True,True,evt_app_000002448,,0.5005,0.2678,False
JRN_00001483,CUST_PREMIUM_001287,travel_booking,Platinum,1781296914.168233,1781296914.168233,1,1,0,0.6772,0.6772,False,abandoned,True,True,evt_app_000002449,3074.16,0.4972,0.322,False
JRN_00001484,CUST_PREMIUM_001287,login_problem,Platinum,1783807528.168233,1783809516.168233,3,2,1,0.6973,0.4227,False,abandoned,True,True,evt_web_000002452,,0.4708,0.298,False
JRN_00001485,CUST_PREMIUM_001288,routine_account_review,Green,1776568490.168233,1776568490.168233,1,1,0,0.0013,0.0013,True,resolved,False,False,evt_app_000002453,,0.02,0.0155,True
JRN_00001486,CUST_PREMIUM_001288,dispute_status,Green,1781227508.168233,1781239467.168233,3,3,2,0.7013,0.6819,False,pending,True,True,evt_web_000002454,61.3,0.7182,0.5493,True
JRN_00001487,CUST_PREMIUM_001288,routine_account_review,Green,1780375637.168233,1780375637.168233,1,1,0,0.1759,0.1759,False,pending,False,True,evt_app_000002457,,0.314,0.0208,True
JRN_00001488,CUST_PREMIUM_001288,payment_failure,Green,1778986470.168233,1778987582.168233,2,2,1,0.6872,0.6061,True,resolved,False,True,evt_app_000002458,26.21,0.7084,0.4866,True
JRN_00001489,CUST_PREMIUM_001288,card_declined,Green,1779901781.168233,1779903498.168233,2,2,1,0.7757,0.6998,False,abandoned,True,True,evt_call_center_000002461,136.5,0.8287,0.3947,True
JRN_00001490,CUST_PREMIUM_001289,dispute_status,Gold,1778936566.168233,1778936577.168233,2,1,0,0.3681,0.3681,True,resolved,True,False,evt_call_center_000002462,57.57,0.6063,0.5904,True
JRN_00001491,CUST_PREMIUM_001289,wire_transfer_problem,Gold,1780553650.168233,1780561176.168233,4,2,1,1.0,0.75,True,resolved,True,False,evt_in_person_000002467,17686.56,0.7774,0.6535,True
JRN_00001492,CUST_PREMIUM_001289,dispute_status,Gold,1778585475.168233,1778586304.168233,2,2,1,0.9867,0.8887,True,resolved,True,True,evt_call_center_000002469,197.84,0.9428,0.7031,True
JRN_00001493,CUST_PREMIUM_001289,payment_failure,Gold,1782187004.168233,1782189124.168233,3,3,2,0.6973,0.5717,False,abandoned,True,True,evt_call_center_000002472,52.97,0.6964,0.5053,True
JRN_00001494,CUST_PREMIUM_001289,card_declined,Gold,1775023368.168233,1775023368.168233,1,1,0,0.2928,0.2928,True,resolved,True,True,evt_web_000002473,79.64,0.4857,0.3196,True
JRN_00001495,CUST_PREMIUM_001289,benefit_claim,Gold,1776131376.168233,1776132005.168233,2,2,1,0.5601,0.4183,True,resolved,True,False,evt_web_000002474,19.81,0.3514,0.423,True
JRN_00001496,CUST_PREMIUM_001289,credit_limit_request,Gold,1781267233.168233,1781268663.168233,2,2,1,0.8337,0.6302,True,resolved,True,True,evt_call_center_000002477,3036.25,0.3748,0.5027,True
JRN_00001497,CUST_PREMIUM_001289,suspected_fraud,Gold,1780276326.168233,1780276326.168233,1,1,0,0.7811,0.7811,True,resolved,False,False,evt_call_center_000002478,97.23,0.906,0.5493,True
JRN_00001498,CUST_PREMIUM_001289,travel_booking,Gold,1783058128.168233,1783058922.168233,2,1,0,0.4136,0.3598,True,resolved,False,False,evt_web_000002480,252.15,0.4085,0.424,True
JRN_00001499,CUST_PREMIUM_001289,dispute_status,Gold,1782532830.168233,1782534936.168233,2,2,1,0.5244,0.3618,False,abandoned,True,True,evt_call_center_000002482,38.59,0.6415,0.5742,True
JRN_00001500,CUST_PREMIUM_001289,suspected_fraud,Gold,1778330185.168233,1778330770.168233,2,2,1,0.9856,0.8822,True,resolved,False,False,evt_call_center_000002484,193.66,0.99,0.4977,True
JRN_00001501,CUST_PREMIUM_001289,routine_account_review,Gold,1776383303.168233,1776384022.168233,2,2,1,0.574,0.352,True,resolved,False,True,evt_call_center_000002486,,0.3044,0.1626,True
JRN_00001502,CUST_PREMIUM_001290,card_declined,Platinum,1782925801.168233,1782925801.168233,1,1,0,0.5499,0.5499,True,resolved,True,False,evt_call_center_000002487,64.63,0.6644,0.3327,False
JRN_00001503,CUST_PREMIUM_001290,travel_booking,Platinum,1782776204.168233,1782776204.168233,1,1,0,0.2965,0.2965,True,resolved,True,False,evt_call_center_000002488,1564.77,0.3594,0.3328,False
JRN_00001504,CUST_PREMIUM_001290,card_declined,Platinum,1783802640.168233,1783803999.168233,2,2,1,0.4423,0.4098,False,pending,True,False,evt_app_000002490,1122.56,0.605,0.3322,False
JRN_00001505,CUST_PREMIUM_001291,benefit_claim,Platinum,1775945529.168233,1775945529.168233,1,1,0,0.2491,0.2491,True,resolved,True,False,evt_call_center_000002491,314.77,0.4304,0.4432,False
JRN_00001506,CUST_PREMIUM_001291,routine_account_review,Platinum,1778207432.168233,1778209299.168233,2,2,1,0.1213,0.1091,True,resolved,True,False,evt_web_000002492,,0.1112,0.0475,False
JRN_00001507,CUST_PREMIUM_001291,lounge_access,Platinum,1783282333.168233,1783282333.168233,1,1,0,0.1996,0.1996,True,resolved,False,False,evt_web_000002494,,0.1343,0.1974,False
JRN_00001508,CUST_PREMIUM_001291,travel_booking,Platinum,1776199417.168233,1776209686.168233,2,2,1,0.4637,0.3773,True,resolved,False,True,evt_call_center_000002495,1035.33,0.5263,0.2799,False
JRN_00001509,CUST_PREMIUM_001292,travel_booking,Gold,1782010529.168233,1782010529.168233,1,1,0,0.587,0.587,False,pending,True,True,evt_call_center_000002497,1288.74,0.4106,0.3591,False
JRN_00001510,CUST_PREMIUM_001292,login_problem,Gold,1778224896.168233,1778226412.168233,2,2,1,0.4848,0.3613,True,resolved,True,True,evt_call_center_000002499,,0.5268,0.3214,False
JRN_00001511,CUST_PREMIUM_001293,payment_failure,Platinum,1777025054.168233,1777029592.168233,2,2,1,0.6644,0.5449,False,pending,True,True,evt_in_person_000002501,325.55,0.8217,0.3878,False
JRN_00001512,CUST_PREMIUM_001293,routine_account_review,Platinum,1779311338.168233,1779311338.168233,1,1,0,0.3315,0.3315,True,resolved,False,False,evt_app_000002502,,0.2568,0.0229,False
JRN_00001513,CUST_PREMIUM_001293,login_problem,Platinum,1782813322.168233,1782813322.168233,1,1,0,0.5379,0.5379,True,resolved,False,False,evt_web_000002503,,0.4991,0.3688,False
JRN_00001514,CUST_PREMIUM_001293,payment_failure,Platinum,1777691164.168233,1777692677.168233,2,2,1,0.7698,0.5121,False,abandoned,True,False,evt_call_center_000002505,120.96,0.6567,0.436,False
JRN_00001515,CUST_PREMIUM_001293,benefit_claim,Platinum,1775729960.168233,1775732101.168233,2,1,0,0.6897,0.6009,True,resolved,True,False,evt_app_000002507,54.43,0.2529,0.4209,False
JRN_00001516,CUST_PREMIUM_001293,payment_failure,Platinum,1783571289.168233,1783571918.168233,2,2,1,0.7252,0.6623,True,resolved,True,False,evt_call_center_000002509,187.45,0.7544,0.4367,False
JRN_00001517,CUST_PREMIUM_001294,benefit_claim,Gold,1780504756.168233,1780504756.168233,1,1,0,0.2049,0.2049,True,resolved,False,True,evt_app_000002510,43.86,0.29,0.4319,False
JRN_00001518,CUST_PREMIUM_001294,login_problem,Gold,1776292914.168233,1776295364.168233,2,2,1,0.3292,0.2778,True,resolved,False,False,evt_call_center_000002512,,0.5619,0.3045,False
JRN_00001519,CUST_PREMIUM_001294,suspected_fraud,Gold,1783759464.168233,1783760389.168233,2,2,1,0.7382,0.6367,True,resolved,True,False,evt_call_center_000002513,306.73,0.8604,0.5465,False
JRN_00001520,CUST_PREMIUM_001294,credit_limit_request,Gold,1775198188.168233,1775198188.168233,1,1,0,0.2408,0.2408,False,pending,False,True,evt_app_000002515,3883.49,0.223,0.5023,False
JRN_00001521,CUST_PREMIUM_001294,routine_account_review,Gold,1777190054.168233,1777190054.168233,1,1,0,0.0001,0.0001,True,resolved,False,False,evt_app_000002516,,0.1092,0.0148,False
JRN_00001522,CUST_PREMIUM_001294,payment_failure,Gold,1775187268.168233,1775187268.168233,1,1,0,0.5506,0.5506,True,resolved,True,True,evt_app_000002517,295.33,0.6271,0.448,False
JRN_00001523,CUST_PREMIUM_001294,routine_account_review,Gold,1783405630.168233,1783406639.168233,2,1,0,0.037,0.0186,False,pending,False,True,evt_app_000002519,,0.1337,0.0618,False
JRN_00001524,CUST_PREMIUM_001294,login_problem,Gold,1775691797.168233,1775691797.168233,1,1,0,0.15,0.15,True,resolved,False,False,evt_web_000002520,,0.4053,0.2744,False
JRN_00001525,CUST_PREMIUM_001294,card_declined,Gold,1778230504.168233,1778230504.168233,1,1,0,0.8348,0.8348,True,resolved,False,False,evt_call_center_000002521,54.19,0.6343,0.347,False
JRN_00001526,CUST_PREMIUM_001294,routine_account_review,Gold,1775090572.168233,1775090572.168233,1,1,0,0.0862,0.0862,True,resolved,False,False,evt_web_000002522,,0.2709,0.0804,False
JRN_00001527,CUST_PREMIUM_001295,travel_booking,Green,1778168313.168233,1778168313.168233,1,1,0,0.2686,0.2686,True,resolved,False,False,evt_call_center_000002523,748.18,0.4053,0.3427,False
JRN_00001528,CUST_PREMIUM_001296,wire_transfer_problem,Centurion Black,1774741434.168233,1774743981.168233,3,2,1,0.9921,0.9308,False,abandoned,False,True,evt_app_000002526,124760.65,0.99,0.6234,False
JRN_00001529,CUST_PREMIUM_001296,payment_failure,Centurion Black,1775953078.168233,1775958284.168233,3,3,2,0.7746,0.7338,True,resolved,True,False,evt_in_person_000002529,524.55,0.7798,0.5009,False
JRN_00001530,CUST_PREMIUM_001296,login_problem,Centurion Black,1775781233.168233,1775781233.168233,1,1,0,0.2776,0.2776,True,resolved,False,False,evt_app_000002530,,0.4796,0.2586,False
JRN_00001531,CUST_PREMIUM_001296,replacement_card,Centurion Black,1776208761.168233,1776208761.168233,1,1,0,0.4995,0.4995,True,resolved,True,True,evt_call_center_000002531,,0.4914,0.2599,False
JRN_00001532,CUST_PREMIUM_001296,card_declined,Centurion Black,1781215680.168233,1781218176.168233,4,2,2,0.6115,0.3189,False,abandoned,True,True,evt_call_center_000002534,1183.49,0.5968,0.3379,False
JRN_00001533,CUST_PREMIUM_001296,routine_account_review,Centurion Black,1779397308.168233,1779397308.168233,1,1,0,0.0514,0.0514,True,resolved,True,False,evt_app_000002536,,0.1159,0.0462,False
JRN_00001534,CUST_PREMIUM_001297,benefit_claim,Green,1776509680.168233,1776509836.168233,2,1,0,0.2591,0.2535,True,resolved,False,False,evt_web_000002537,19.51,0.3636,0.4169,False
JRN_00001535,CUST_PREMIUM_001297,payment_failure,Green,1782660270.168233,1782661016.168233,3,1,0,0.779,0.6586,True,resolved,True,True,evt_web_000002540,20.1,0.6711,0.4034,False
JRN_00001536,CUST_PREMIUM_001297,dispute_status,Green,1777154912.168233,1777155148.168233,2,1,0,0.5506,0.5444,False,abandoned,True,True,evt_call_center_000002543,115.09,0.5818,0.576,False
JRN_00001537,CUST_PREMIUM_001297,login_problem,Green,1777519625.168233,1777519625.168233,1,1,0,0.2629,0.2629,True,resolved,False,True,evt_app_000002544,,0.4686,0.2564,False
JRN_00001538,CUST_PREMIUM_001297,login_problem,Green,1780100668.168233,1780103649.168233,2,2,1,0.609,0.5323,True,resolved,False,False,evt_call_center_000002546,,0.5376,0.389,False
JRN_00001539,CUST_PREMIUM_001297,card_declined,Green,1778289531.168233,1778289531.168233,1,1,0,0.4392,0.4392,True,resolved,False,True,evt_app_000002547,38.89,0.6554,0.3152,False
JRN_00001540,CUST_PREMIUM_001297,replacement_card,Green,1778202024.168233,1778202024.168233,1,1,0,0.1206,0.1206,True,resolved,False,False,evt_app_000002548,,0.6021,0.2594,False
JRN_00001541,CUST_PREMIUM_001298,replacement_card,Gold,1782420422.168233,1782420422.168233,1,1,0,0.4672,0.4672,True,resolved,False,False,evt_call_center_000002549,,0.2806,0.2799,True
JRN_00001542,CUST_PREMIUM_001298,credit_limit_request,Gold,1776685053.168233,1776688020.168233,2,2,1,0.6358,0.3923,True,resolved,True,True,evt_call_center_000002551,7062.44,0.3987,0.4315,True
JRN_00001543,CUST_PREMIUM_001298,lounge_access,Gold,1777718061.168233,1777718061.168233,1,1,0,0.1407,0.1407,True,resolved,False,False,evt_in_person_000002552,,0.3085,0.2445,True
JRN_00001544,CUST_PREMIUM_001298,login_problem,Gold,1775130022.168233,1775131432.168233,3,2,1,0.5181,0.4148,False,pending,False,False,evt_web_000002555,,0.4386,0.2767,True
