event_id_left,event_id_right,is_match,pair_type,true_cust_id_left,true_cust_id_right
evt_call_center_000009113,evt_in_person_000009104,1,positive_cross_channel,CUST_PREMIUM_001991,CUST_PREMIUM_001991
evt_app_000008091,evt_in_person_000008093,1,positive_cross_channel,CUST_PREMIUM_001892,CUST_PREMIUM_001892
evt_app_000004340,evt_web_000004330,1,positive_cross_channel,CUST_PREMIUM_001497,CUST_PREMIUM_001497
evt_call_center_000000311,evt_app_000000307,1,positive_cross_channel,CUST_PREMIUM_001034,CUST_PREMIUM_001034
evt_call_center_000001389,evt_in_person_000001388,1,positive_cross_channel,CUST_PREMIUM_001160,CUST_PREMIUM_001160
evt_app_000001098,evt_app_000001097,1,positive_same_channel,CUST_PREMIUM_001126,CUST_PREMIUM_001126
evt_web_000004709,evt_app_000004719,1,positive_cross_channel,CUST_PREMIUM_001542,CUST_PREMIUM_001542
evt_web_000002226,evt_call_center_000002218,1,positive_cross_channel,CUST_PREMIUM_001266,CUST_PREMIUM_001266
evt_web_000000500,evt_call_center_000000498,1,positive_cross_channel,CUST_PREMIUM_001055,CUST_PREMIUM_001055
evt_web_000003602,evt_app_000003601,1,positive_cross_channel,CUST_PREMIUM_001424,CUST_PREMIUM_001424
evt_call_center_000000667,evt_web_000000669,1,positive_cross_channel,CUST_PREMIUM_001082,CUST_PREMIUM_001082
evt_call_center_000006946,evt_call_center_000006944,1,positive_same_channel,CUST_PREMIUM_001758,CUST_PREMIUM_001758
evt_web_000003099,evt_call_center_000003107,1,positive_cross_channel,CUST_PREMIUM_001361,CUST_PREMIUM_001361
evt_call_center_000007744,evt_app_000007741,1,positive_cross_channel,CUST_PREMIUM_001852,CUST_PREMIUM_001852
evt_app_000003814,evt_call_center_000003805,1,positive_cross_channel,CUST_PREMIUM_001441,CUST_PREMIUM_001441
evt_call_center_000007595,evt_call_center_000007598,1,positive_same_channel,CUST_PREMIUM_001833,CUST_PREMIUM_001833
evt_web_000003960,evt_app_000003939,1,positive_cross_channel,CUST_PREMIUM_001459,CUST_PREMIUM_001459
evt_call_center_000000679,evt_web_000000683,1,positive_cross_channel,CUST_PREMIUM_001085,CUST_PREMIUM_001085
evt_app_000008018,evt_web_000008041,1,positive_cross_channel,CUST_PREMIUM_001885,CUST_PREMIUM_001885
evt_web_000006370,evt_in_person_000006371,1,positive_cross_channel,CUST_PREMIUM_001701,CUST_PREMIUM_001701
evt_app_000005738,evt_web_000005748,1,positive_cross_channel,CUST_PREMIUM_001643,CUST_PREMIUM_001643
evt_app_000008906,evt_call_center_000008899,1,positive_cross_channel,CUST_PREMIUM_001972,CUST_PREMIUM_001972
evt_web_000005472,evt_web_000005484,1,positive_same_channel,CUST_PREMIUM_001616,CUST_PREMIUM_001616
evt_call_center_000002719,evt_web_000002721,1,positive_cross_channel,CUST_PREMIUM_001314,CUST_PREMIUM_001314
evt_app_000005460,evt_web_000005457,1,positive_cross_channel,CUST_PREMIUM_001613,CUST_PREMIUM_001613
evt_in_person_000005059,evt_call_center_000005062,1,positive_cross_channel,CUST_PREMIUM_001579,CUST_PREMIUM_001579
evt_call_center_000001014,evt_call_center_000001011,1,positive_same_channel,CUST_PREMIUM_001115,CUST_PREMIUM_001115
evt_call_center_000002376,evt_web_000002392,1,positive_cross_channel,CUST_PREMIUM_001280,CUST_PREMIUM_001280
evt_web_000001829,evt_call_center_000001819,1,positive_cross_channel,CUST_PREMIUM_001215,CUST_PREMIUM_001215
evt_app_000002547,evt_call_center_000002543,1,positive_cross_channel,CUST_PREMIUM_001297,CUST_PREMIUM_001297
evt_app_000000832,evt_web_000000840,1,positive_cross_channel,CUST_PREMIUM_001100,CUST_PREMIUM_001100
evt_call_center_000002740,evt_app_000002726,1,positive_cross_channel,CUST_PREMIUM_001314,CUST_PREMIUM_001314
evt_call_center_000005374,evt_web_000005369,1,positive_cross_channel,CUST_PREMIUM_001606,CUST_PREMIUM_001606
evt_app_000003309,evt_in_person_000003313,1,positive_cross_channel,CUST_PREMIUM_001386,CUST_PREMIUM_001386
evt_app_000001784,evt_call_center_000001786,1,positive_cross_channel,CUST_PREMIUM_001208,CUST_PREMIUM_001208
evt_call_center_000002597,evt_app_000002601,1,positive_cross_channel,CUST_PREMIUM_001303,CUST_PREMIUM_001303
evt_call_center_000003748,evt_app_000003750,1,positive_cross_channel,CUST_PREMIUM_001438,CUST_PREMIUM_001438
evt_app_000005246,evt_app_000005241,1,positive_same_channel,CUST_PREMIUM_001594,CUST_PREMIUM_001594
evt_call_center_000004089,evt_app_000004099,1,positive_cross_channel,CUST_PREMIUM_001475,CUST_PREMIUM_001475
evt_app_000000068,evt_web_000000071,1,positive_cross_channel,CUST_PREMIUM_001007,CUST_PREMIUM_001007
evt_app_000006214,evt_call_center_000006224,1,positive_cross_channel,CUST_PREMIUM_001688,CUST_PREMIUM_001688
evt_web_000002200,evt_call_center_000002203,1,positive_cross_channel,CUST_PREMIUM_001263,CUST_PREMIUM_001263
evt_in_person_000005132,evt_web_000005134,1,positive_cross_channel,CUST_PREMIUM_001584,CUST_PREMIUM_001584
evt_app_000001983,evt_web_000001985,1,positive_cross_channel,CUST_PREMIUM_001232,CUST_PREMIUM_001232
evt_app_000005913,evt_call_center_000005908,1,positive_cross_channel,CUST_PREMIUM_001659,CUST_PREMIUM_001659
evt_app_000004244,evt_call_center_000004258,1,positive_cross_channel,CUST_PREMIUM_001491,CUST_PREMIUM_001491
evt_call_center_000004557,evt_web_000004556,1,positive_cross_channel,CUST_PREMIUM_001530,CUST_PREMIUM_001530
evt_web_000003442,evt_web_000003440,1,positive_same_channel,CUST_PREMIUM_001398,CUST_PREMIUM_001398
evt_app_000007724,evt_web_000007725,1,positive_cross_channel,CUST_PREMIUM_001848,CUST_PREMIUM_001848
evt_web_000004798,evt_call_center_000004799,1,positive_cross_channel,CUST_PREMIUM_001550,CUST_PREMIUM_001550
evt_web_000001294,evt_call_center_000001297,1,positive_cross_channel,CUST_PREMIUM_001153,CUST_PREMIUM_001153
evt_app_000004592,evt_web_000004588,1,positive_cross_channel,CUST_PREMIUM_001532,CUST_PREMIUM_001532
evt_app_000004350,evt_in_person_000004348,1,positive_cross_channel,CUST_PREMIUM_001498,CUST_PREMIUM_001498
evt_web_000003701,evt_app_000003718,1,positive_cross_channel,CUST_PREMIUM_001434,CUST_PREMIUM_001434
evt_web_000004500,evt_call_center_000004509,1,positive_cross_channel,CUST_PREMIUM_001523,CUST_PREMIUM_001523
evt_call_center_000000041,evt_call_center_000000040,1,positive_same_channel,CUST_PREMIUM_001004,CUST_PREMIUM_001004
evt_web_000005755,evt_call_center_000005739,1,positive_cross_channel,CUST_PREMIUM_001643,CUST_PREMIUM_001643
evt_web_000000806,evt_call_center_000000808,1,positive_cross_channel,CUST_PREMIUM_001098,CUST_PREMIUM_001098
evt_call_center_000005667,evt_web_000005663,1,positive_cross_channel,CUST_PREMIUM_001635,CUST_PREMIUM_001635
evt_call_center_000002053,evt_in_person_000002058,1,positive_cross_channel,CUST_PREMIUM_001245,CUST_PREMIUM_001245
evt_web_000000714,evt_app_000000704,1,positive_cross_channel,CUST_PREMIUM_001088,CUST_PREMIUM_001088
evt_in_person_000006126,evt_web_000006138,1,positive_cross_channel,CUST_PREMIUM_001682,CUST_PREMIUM_001682
evt_web_000001467,evt_call_center_000001474,1,positive_cross_channel,CUST_PREMIUM_001170,CUST_PREMIUM_001170
evt_in_person_000006209,evt_call_center_000006216,1,positive_cross_channel,CUST_PREMIUM_001688,CUST_PREMIUM_001688
evt_call_center_000000277,evt_web_000000279,1,positive_cross_channel,CUST_PREMIUM_001029,CUST_PREMIUM_001029
evt_web_000001563,evt_app_000001570,1,positive_cross_channel,CUST_PREMIUM_001182,CUST_PREMIUM_001182
evt_call_center_000004571,evt_web_000004582,1,positive_cross_channel,CUST_PREMIUM_001531,CUST_PREMIUM_001531
evt_web_000003204,evt_call_center_000003191,1,positive_cross_channel,CUST_PREMIUM_001375,CUST_PREMIUM_001375
evt_call_center_000004743,evt_app_000004740,1,positive_cross_channel,CUST_PREMIUM_001545,CUST_PREMIUM_001545
evt_web_000002795,evt_app_000002787,1,positive_cross_channel,CUST_PREMIUM_001321,CUST_PREMIUM_001321
evt_call_center_000006926,evt_web_000006936,1,positive_cross_channel,CUST_PREMIUM_001757,CUST_PREMIUM_001757
evt_call_center_000008709,evt_web_000008720,1,positive_cross_channel,CUST_PREMIUM_001953,CUST_PREMIUM_001953
evt_app_000005035,evt_app_000005038,1,positive_same_channel,CUST_PREMIUM_001576,CUST_PREMIUM_001576
evt_call_center_000009026,evt_app_000009035,1,positive_cross_channel,CUST_PREMIUM_001985,CUST_PREMIUM_001985
evt_call_center_000002143,evt_app_000002137,1,positive_cross_channel,CUST_PREMIUM_001254,CUST_PREMIUM_001254
evt_call_center_000001622,evt_call_center_000001625,1,positive_same_channel,CUST_PREMIUM_001187,CUST_PREMIUM_001187
evt_call_center_000002329,evt_app_000002340,1,positive_cross_channel,CUST_PREMIUM_001276,CUST_PREMIUM_001276
evt_app_000006003,evt_web_000006018,1,positive_cross_channel,CUST_PREMIUM_001674,CUST_PREMIUM_001674
evt_web_000004185,evt_app_000004188,1,positive_cross_channel,CUST_PREMIUM_001484,CUST_PREMIUM_001484
evt_app_000007768,evt_app_000007761,1,positive_same_channel,CUST_PREMIUM_001854,CUST_PREMIUM_001854
evt_call_center_000009034,evt_call_center_000009036,1,positive_same_channel,CUST_PREMIUM_001985,CUST_PREMIUM_001985
evt_call_center_000007501,evt_app_000007503,1,positive_cross_channel,CUST_PREMIUM_001819,CUST_PREMIUM_001819
evt_web_000008835,evt_call_center_000008843,1,positive_cross_channel,CUST_PREMIUM_001963,CUST_PREMIUM_001963
evt_in_person_000006090,evt_app_000006080,1,positive_cross_channel,CUST_PREMIUM_001679,CUST_PREMIUM_001679
evt_in_person_000008708,evt_call_center_000008713,1,positive_cross_channel,CUST_PREMIUM_001953,CUST_PREMIUM_001953
evt_app_000000186,evt_call_center_000000181,1,positive_cross_channel,CUST_PREMIUM_001016,CUST_PREMIUM_001016
evt_web_000001013,evt_app_000001007,1,positive_cross_channel,CUST_PREMIUM_001115,CUST_PREMIUM_001115
evt_app_000008005,evt_web_000007998,1,positive_cross_channel,CUST_PREMIUM_001882,CUST_PREMIUM_001882
evt_call_center_000002623,evt_web_000002622,1,positive_cross_channel,CUST_PREMIUM_001306,CUST_PREMIUM_001306
evt_in_person_000008360,evt_app_000008359,1,positive_cross_channel,CUST_PREMIUM_001921,CUST_PREMIUM_001921
evt_app_000002800,evt_in_person_000002802,1,positive_cross_channel,CUST_PREMIUM_001323,CUST_PREMIUM_001323
evt_in_person_000003874,evt_app_000003866,1,positive_cross_channel,CUST_PREMIUM_001447,CUST_PREMIUM_001447
evt_call_center_000006822,evt_call_center_000006838,1,positive_same_channel,CUST_PREMIUM_001746,CUST_PREMIUM_001746
evt_web_000000340,evt_app_000000333,1,positive_cross_channel,CUST_PREMIUM_001040,CUST_PREMIUM_001040
evt_app_000002932,evt_in_person_000002939,1,positive_cross_channel,CUST_PREMIUM_001340,CUST_PREMIUM_001340
evt_in_person_000001178,evt_call_center_000001177,1,positive_cross_channel,CUST_PREMIUM_001134,CUST_PREMIUM_001134
evt_web_000001076,evt_web_000001077,1,positive_same_channel,CUST_PREMIUM_001123,CUST_PREMIUM_001123
evt_web_000000531,evt_call_center_000000536,1,positive_cross_channel,CUST_PREMIUM_001060,CUST_PREMIUM_001060
evt_call_center_000009094,evt_app_000009097,1,positive_cross_channel,CUST_PREMIUM_001989,CUST_PREMIUM_001989
evt_web_000005466,evt_app_000005469,1,positive_cross_channel,CUST_PREMIUM_001615,CUST_PREMIUM_001615
evt_app_000002613,evt_web_000002616,1,positive_cross_channel,CUST_PREMIUM_001305,CUST_PREMIUM_001305
evt_call_center_000008777,evt_app_000008788,1,positive_cross_channel,CUST_PREMIUM_001959,CUST_PREMIUM_001959
evt_app_000004872,evt_web_000004874,1,positive_cross_channel,CUST_PREMIUM_001557,CUST_PREMIUM_001557
evt_call_center_000000274,evt_web_000000273,1,positive_cross_channel,CUST_PREMIUM_001029,CUST_PREMIUM_001029
evt_app_000003330,evt_web_000003316,1,positive_cross_channel,CUST_PREMIUM_001387,CUST_PREMIUM_001387
evt_in_person_000008406,evt_app_000008409,1,positive_cross_channel,CUST_PREMIUM_001925,CUST_PREMIUM_001925
evt_call_center_000004861,evt_call_center_000004865,1,positive_same_channel,CUST_PREMIUM_001556,CUST_PREMIUM_001556
evt_web_000008172,evt_app_000008170,1,positive_cross_channel,CUST_PREMIUM_001901,CUST_PREMIUM_001901
evt_web_000007052,evt_web_000007063,1,positive_same_channel,CUST_PREMIUM_001768,CUST_PREMIUM_001768
evt_app_000001157,evt_call_center_000001153,1,positive_cross_channel,CUST_PREMIUM_001131,CUST_PREMIUM_001131
evt_web_000004491,evt_app_000004486,1,positive_cross_channel,CUST_PREMIUM_001521,CUST_PREMIUM_001521
evt_app_000007559,evt_app_000007558,1,positive_same_channel,CUST_PREMIUM_001825,CUST_PREMIUM_001825
evt_app_000000362,evt_web_000000369,1,positive_cross_channel,CUST_PREMIUM_001045,CUST_PREMIUM_001045
evt_web_000008623,evt_call_center_000008626,1,positive_cross_channel,CUST_PREMIUM_001946,CUST_PREMIUM_001946
evt_call_center_000005925,evt_web_000005926,1,positive_cross_channel,CUST_PREMIUM_001663,CUST_PREMIUM_001663
evt_call_center_000001689,evt_web_000001686,1,positive_cross_channel,CUST_PREMIUM_001196,CUST_PREMIUM_001196
evt_web_000003415,evt_call_center_000003414,1,positive_cross_channel,CUST_PREMIUM_001397,CUST_PREMIUM_001397
evt_app_000001408,evt_call_center_000001404,1,positive_cross_channel,CUST_PREMIUM_001164,CUST_PREMIUM_001164
evt_call_center_000001403,evt_app_000001408,1,positive_cross_channel,CUST_PREMIUM_001164,CUST_PREMIUM_001164
evt_web_000008623,evt_web_000008625,1,positive_same_channel,CUST_PREMIUM_001946,CUST_PREMIUM_001946
evt_app_000008829,evt_app_000008837,1,positive_same_channel,CUST_PREMIUM_001963,CUST_PREMIUM_001963
evt_call_center_000008465,evt_web_000008464,1,positive_cross_channel,CUST_PREMIUM_001931,CUST_PREMIUM_001931
evt_app_000001181,evt_web_000001173,1,positive_cross_channel,CUST_PREMIUM_001134,CUST_PREMIUM_001134
evt_in_person_000007892,evt_call_center_000007900,1,positive_cross_channel,CUST_PREMIUM_001868,CUST_PREMIUM_001868
evt_web_000002099,evt_call_center_000002096,1,positive_cross_channel,CUST_PREMIUM_001250,CUST_PREMIUM_001250
evt_app_000001869,evt_web_000001867,1,positive_cross_channel,CUST_PREMIUM_001219,CUST_PREMIUM_001219
evt_app_000002777,evt_web_000002775,1,positive_cross_channel,CUST_PREMIUM_001318,CUST_PREMIUM_001318
evt_call_center_000001214,evt_app_000001213,1,positive_cross_channel,CUST_PREMIUM_001140,CUST_PREMIUM_001140
evt_app_000004683,evt_call_center_000004701,1,positive_cross_channel,CUST_PREMIUM_001540,CUST_PREMIUM_001540
evt_web_000006581,evt_web_000006580,1,positive_same_channel,CUST_PREMIUM_001719,CUST_PREMIUM_001719
evt_app_000002511,evt_web_000002514,1,positive_cross_channel,CUST_PREMIUM_001294,CUST_PREMIUM_001294
evt_call_center_000005682,evt_app_000005684,1,positive_cross_channel,CUST_PREMIUM_001637,CUST_PREMIUM_001637
evt_call_center_000004553,evt_web_000004551,1,positive_cross_channel,CUST_PREMIUM_001529,CUST_PREMIUM_001529
evt_in_person_000000979,evt_web_000000978,1,positive_cross_channel,CUST_PREMIUM_001112,CUST_PREMIUM_001112
evt_app_000003785,evt_web_000003790,1,positive_cross_channel,CUST_PREMIUM_001440,CUST_PREMIUM_001440
evt_in_person_000008708,evt_web_000008710,1,positive_cross_channel,CUST_PREMIUM_001953,CUST_PREMIUM_001953
evt_web_000007277,evt_call_center_000007279,1,positive_cross_channel,CUST_PREMIUM_001795,CUST_PREMIUM_001795
evt_web_000000701,evt_call_center_000000691,1,positive_cross_channel,CUST_PREMIUM_001087,CUST_PREMIUM_001087
evt_call_center_000007790,evt_app_000007788,1,positive_cross_channel,CUST_PREMIUM_001855,CUST_PREMIUM_001855
evt_call_center_000001506,evt_web_000001509,1,positive_cross_channel,CUST_PREMIUM_001174,CUST_PREMIUM_001174
evt_call_center_000003896,evt_app_000003895,1,positive_cross_channel,CUST_PREMIUM_001451,CUST_PREMIUM_001451
evt_web_000003792,evt_web_000003795,1,positive_same_channel,CUST_PREMIUM_001440,CUST_PREMIUM_001440
evt_in_person_000001991,evt_app_000001988,1,positive_cross_channel,CUST_PREMIUM_001232,CUST_PREMIUM_001232
evt_web_000003600,evt_web_000003606,1,positive_same_channel,CUST_PREMIUM_001424,CUST_PREMIUM_001424
evt_web_000004405,evt_app_000004410,1,positive_cross_channel,CUST_PREMIUM_001508,CUST_PREMIUM_001508
evt_call_center_000004924,evt_web_000004929,1,positive_cross_channel,CUST_PREMIUM_001563,CUST_PREMIUM_001563
evt_call_center_000001574,evt_call_center_000001578,1,positive_same_channel,CUST_PREMIUM_001184,CUST_PREMIUM_001184
evt_web_000001939,evt_app_000001942,1,positive_cross_channel,CUST_PREMIUM_001227,CUST_PREMIUM_001227
evt_web_000000859,evt_app_000000852,1,positive_cross_channel,CUST_PREMIUM_001102,CUST_PREMIUM_001102
evt_web_000005872,evt_app_000005875,1,positive_cross_channel,CUST_PREMIUM_001656,CUST_PREMIUM_001656
evt_app_000000317,evt_app_000000319,1,positive_same_channel,CUST_PREMIUM_001037,CUST_PREMIUM_001037
evt_web_000002305,evt_call_center_000002308,1,positive_cross_channel,CUST_PREMIUM_001272,CUST_PREMIUM_001272
evt_web_000008455,evt_call_center_000008447,1,positive_cross_channel,CUST_PREMIUM_001928,CUST_PREMIUM_001928
evt_app_000004009,evt_app_000004007,1,positive_same_channel,CUST_PREMIUM_001464,CUST_PREMIUM_001464
evt_call_center_000001831,evt_web_000001821,1,positive_cross_channel,CUST_PREMIUM_001215,CUST_PREMIUM_001215
evt_in_person_000005338,evt_app_000005321,1,positive_cross_channel,CUST_PREMIUM_001602,CUST_PREMIUM_001602
evt_web_000004250,evt_app_000004247,1,positive_cross_channel,CUST_PREMIUM_001491,CUST_PREMIUM_001491
evt_app_000005907,evt_web_000005901,1,positive_cross_channel,CUST_PREMIUM_001659,CUST_PREMIUM_001659
evt_call_center_000007883,evt_web_000007882,1,positive_cross_channel,CUST_PREMIUM_001867,CUST_PREMIUM_001867
evt_call_center_000004892,evt_app_000004890,1,positive_cross_channel,CUST_PREMIUM_001560,CUST_PREMIUM_001560
evt_app_000001869,evt_in_person_000001868,1,positive_cross_channel,CUST_PREMIUM_001219,CUST_PREMIUM_001219
evt_call_center_000003730,evt_call_center_000003728,1,positive_same_channel,CUST_PREMIUM_001436,CUST_PREMIUM_001436
evt_in_person_000004733,evt_web_000004731,1,positive_cross_channel,CUST_PREMIUM_001543,CUST_PREMIUM_001543
evt_web_000008684,evt_call_center_000008690,1,positive_cross_channel,CUST_PREMIUM_001951,CUST_PREMIUM_001951
evt_app_000006568,evt_web_000006572,1,positive_cross_channel,CUST_PREMIUM_001718,CUST_PREMIUM_001718
evt_web_000002743,evt_app_000002748,1,positive_cross_channel,CUST_PREMIUM_001315,CUST_PREMIUM_001315
evt_web_000004377,evt_call_center_000004381,1,positive_cross_channel,CUST_PREMIUM_001504,CUST_PREMIUM_001504
evt_call_center_000004585,evt_app_000004592,1,positive_cross_channel,CUST_PREMIUM_001532,CUST_PREMIUM_001532
evt_web_000001448,evt_web_000001454,1,positive_same_channel,CUST_PREMIUM_001169,CUST_PREMIUM_001169
evt_app_000007061,evt_call_center_000007062,1,positive_cross_channel,CUST_PREMIUM_001768,CUST_PREMIUM_001768
evt_call_center_000000521,evt_web_000000519,1,positive_cross_channel,CUST_PREMIUM_001058,CUST_PREMIUM_001058
evt_call_center_000007050,evt_call_center_000007046,1,positive_same_channel,CUST_PREMIUM_001767,CUST_PREMIUM_001767
evt_call_center_000003808,evt_web_000003806,1,positive_cross_channel,CUST_PREMIUM_001441,CUST_PREMIUM_001441
evt_web_000001817,evt_app_000001804,1,positive_cross_channel,CUST_PREMIUM_001214,CUST_PREMIUM_001214
evt_app_000000939,evt_web_000000935,1,positive_cross_channel,CUST_PREMIUM_001109,CUST_PREMIUM_001109
evt_web_000003956,evt_call_center_000003946,1,positive_cross_channel,CUST_PREMIUM_001459,CUST_PREMIUM_001459
evt_web_000004663,evt_app_000004668,1,positive_cross_channel,CUST_PREMIUM_001538,CUST_PREMIUM_001538
evt_web_000004196,evt_web_000004183,1,positive_same_channel,CUST_PREMIUM_001484,CUST_PREMIUM_001484
evt_web_000002711,evt_app_000002726,1,positive_cross_channel,CUST_PREMIUM_001314,CUST_PREMIUM_001314
evt_app_000002147,evt_web_000002148,1,positive_cross_channel,CUST_PREMIUM_001255,CUST_PREMIUM_001255
evt_app_000008738,evt_call_center_000008745,1,positive_cross_channel,CUST_PREMIUM_001955,CUST_PREMIUM_001955
evt_app_000003359,evt_app_000003355,1,positive_same_channel,CUST_PREMIUM_001391,CUST_PREMIUM_001391
evt_call_center_000006105,evt_call_center_000006120,1,positive_same_channel,CUST_PREMIUM_001681,CUST_PREMIUM_001681
evt_web_000006524,evt_app_000006527,1,positive_cross_channel,CUST_PREMIUM_001713,CUST_PREMIUM_001713
evt_app_000007799,evt_web_000007803,1,positive_cross_channel,CUST_PREMIUM_001856,CUST_PREMIUM_001856
evt_web_000000355,evt_call_center_000000358,1,positive_cross_channel,CUST_PREMIUM_001044,CUST_PREMIUM_001044
evt_web_000001392,evt_app_000001393,1,positive_cross_channel,CUST_PREMIUM_001161,CUST_PREMIUM_001161
evt_web_000001985,evt_app_000001988,1,positive_cross_channel,CUST_PREMIUM_001232,CUST_PREMIUM_001232
evt_web_000008733,evt_app_000008736,1,positive_cross_channel,CUST_PREMIUM_001955,CUST_PREMIUM_001955
evt_app_000002109,evt_app_000002113,1,positive_same_channel,CUST_PREMIUM_001252,CUST_PREMIUM_001252
evt_app_000000723,evt_call_center_000000725,1,positive_cross_channel,CUST_PREMIUM_001090,CUST_PREMIUM_001090
evt_web_000006647,evt_web_000006650,1,positive_same_channel,CUST_PREMIUM_001728,CUST_PREMIUM_001728
evt_call_center_000007070,evt_in_person_000007073,1,positive_cross_channel,CUST_PREMIUM_001769,CUST_PREMIUM_001769
evt_app_000006928,evt_call_center_000006938,1,positive_cross_channel,CUST_PREMIUM_001757,CUST_PREMIUM_001757
evt_app_000008795,evt_app_000008796,1,positive_same_channel,CUST_PREMIUM_001960,CUST_PREMIUM_001960
evt_app_000002378,evt_in_person_000002377,1,positive_cross_channel,CUST_PREMIUM_001280,CUST_PREMIUM_001280
evt_in_person_000007215,evt_web_000007211,1,positive_cross_channel,CUST_PREMIUM_001786,CUST_PREMIUM_001786
evt_call_center_000000567,evt_app_000000564,1,positive_cross_channel,CUST_PREMIUM_001067,CUST_PREMIUM_001067
evt_app_000001167,evt_app_000001169,1,positive_same_channel,CUST_PREMIUM_001133,CUST_PREMIUM_001133
evt_in_person_000005031,evt_web_000005030,1,positive_cross_channel,CUST_PREMIUM_001575,CUST_PREMIUM_001575
evt_app_000000773,evt_web_000000781,1,positive_cross_channel,CUST_PREMIUM_001094,CUST_PREMIUM_001094
evt_app_000008780,evt_call_center_000008778,1,positive_cross_channel,CUST_PREMIUM_001959,CUST_PREMIUM_001959
evt_in_person_000007897,evt_call_center_000007896,1,positive_cross_channel,CUST_PREMIUM_001868,CUST_PREMIUM_001868
evt_call_center_000006330,evt_app_000006333,1,positive_cross_channel,CUST_PREMIUM_001698,CUST_PREMIUM_001698
evt_web_000006376,evt_app_000006380,1,positive_cross_channel,CUST_PREMIUM_001703,CUST_PREMIUM_001703
evt_call_center_000005822,evt_web_000005819,1,positive_cross_channel,CUST_PREMIUM_001650,CUST_PREMIUM_001650
evt_call_center_000000948,evt_app_000000938,1,positive_cross_channel,CUST_PREMIUM_001109,CUST_PREMIUM_001109
evt_call_center_000003066,evt_web_000003067,1,positive_cross_channel,CUST_PREMIUM_001355,CUST_PREMIUM_001355
evt_in_person_000001787,evt_call_center_000001786,1,positive_cross_channel,CUST_PREMIUM_001208,CUST_PREMIUM_001208
evt_call_center_000003665,evt_web_000003672,1,positive_cross_channel,CUST_PREMIUM_001432,CUST_PREMIUM_001432
evt_web_000006766,evt_app_000006771,1,positive_cross_channel,CUST_PREMIUM_001739,CUST_PREMIUM_001739
evt_in_person_000007879,evt_call_center_000007883,1,positive_cross_channel,CUST_PREMIUM_001867,CUST_PREMIUM_001867
evt_app_000001632,evt_call_center_000001630,1,positive_cross_channel,CUST_PREMIUM_001188,CUST_PREMIUM_001188
evt_call_center_000004841,evt_web_000004837,1,positive_cross_channel,CUST_PREMIUM_001554,CUST_PREMIUM_001554
evt_web_000004860,evt_call_center_000004863,1,positive_cross_channel,CUST_PREMIUM_001556,CUST_PREMIUM_001556
evt_call_center_000008372,evt_in_person_000008377,1,positive_cross_channel,CUST_PREMIUM_001922,CUST_PREMIUM_001922
evt_call_center_000005154,evt_in_person_000005158,1,positive_cross_channel,CUST_PREMIUM_001587,CUST_PREMIUM_001587
evt_app_000001919,evt_call_center_000001922,1,positive_cross_channel,CUST_PREMIUM_001223,CUST_PREMIUM_001223
evt_call_center_000003878,evt_web_000003882,1,positive_cross_channel,CUST_PREMIUM_001449,CUST_PREMIUM_001449
evt_web_000000911,evt_app_000000914,1,positive_cross_channel,CUST_PREMIUM_001106,CUST_PREMIUM_001106
evt_call_center_000008474,evt_app_000008475,1,positive_cross_channel,CUST_PREMIUM_001932,CUST_PREMIUM_001932
evt_web_000003338,evt_call_center_000003340,1,positive_cross_channel,CUST_PREMIUM_001389,CUST_PREMIUM_001389
evt_web_000005959,evt_app_000005965,1,positive_cross_channel,CUST_PREMIUM_001666,CUST_PREMIUM_001666
evt_call_center_000004056,evt_web_000004052,1,positive_cross_channel,CUST_PREMIUM_001471,CUST_PREMIUM_001471
evt_web_000007794,evt_call_center_000007784,1,positive_cross_channel,CUST_PREMIUM_001855,CUST_PREMIUM_001855
evt_web_000006161,evt_call_center_000006164,1,positive_cross_channel,CUST_PREMIUM_001685,CUST_PREMIUM_001685
evt_web_000005755,evt_call_center_000005740,1,positive_cross_channel,CUST_PREMIUM_001643,CUST_PREMIUM_001643
evt_call_center_000006902,evt_call_center_000006906,1,positive_same_channel,CUST_PREMIUM_001755,CUST_PREMIUM_001755
evt_web_000001555,evt_web_000001556,1,positive_same_channel,CUST_PREMIUM_001181,CUST_PREMIUM_001181
evt_app_000004578,evt_call_center_000004571,1,positive_cross_channel,CUST_PREMIUM_001531,CUST_PREMIUM_001531
evt_app_000007252,evt_call_center_000007264,1,positive_cross_channel,CUST_PREMIUM_001793,CUST_PREMIUM_001793
evt_app_000002930,evt_web_000002929,1,positive_cross_channel,CUST_PREMIUM_001339,CUST_PREMIUM_001339
evt_in_person_000001402,evt_call_center_000001397,1,positive_cross_channel,CUST_PREMIUM_001163,CUST_PREMIUM_001163
evt_app_000000821,evt_web_000000810,1,positive_cross_channel,CUST_PREMIUM_001099,CUST_PREMIUM_001099
evt_call_center_000005146,evt_in_person_000005148,1,positive_cross_channel,CUST_PREMIUM_001586,CUST_PREMIUM_001586
evt_web_000001305,evt_app_000001318,1,positive_cross_channel,CUST_PREMIUM_001154,CUST_PREMIUM_001154
evt_in_person_000005021,evt_web_000005015,1,positive_cross_channel,CUST_PREMIUM_001574,CUST_PREMIUM_001574
evt_app_000005820,evt_app_000005830,1,positive_same_channel,CUST_PREMIUM_001650,CUST_PREMIUM_001650
evt_app_000000379,evt_app_000000378,1,positive_same_channel,CUST_PREMIUM_001046,CUST_PREMIUM_001046
